Name,stop_id,stop_code,stop_descr,stop_desr_,stop_stree,dierxomene
130341: 9η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130341","130341",9η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,9th OLYMPIAKOY XORIOY,ΝΙΚ.ΚΑΚΛΑΜΑΝΑΚΗ,"504, 740"
130342: ΧΑΛΕΠΑ ΓΙΑΝΝΟΥΛΗ,"130342","130342",ΧΑΛΕΠΑ ΓΙΑΝΝΟΥΛΗ,XALEPA GIANNOYLH,ΛΑΘΕΑΣ,"740, 755, 755Β"
130343: ΜΟΝΕΜΒΑΣΙΑΣ,"130343","130343",ΜΟΝΕΜΒΑΣΙΑΣ,MONEMBASIAS,ΛΑΘΕΑΣ,"740, 755, 755Β"
130344: ΚΕΝΤΡΟ ΑΙΜΟΔΟΣΙΑΣ,"130344","130344",ΚΕΝΤΡΟ ΑΙΜΟΔΟΣΙΑΣ,KENTRO AIMODOSIAS,ΝΕΑ ΠΕΡΙΦ.ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,"504, 537"
130345: ΣΚΟΠΑ,"130345","130345",ΣΚΟΠΑ,SKOPA,ΛΑΘΕΑΣ,"740"
130346: ΑΓ. ΤΡΙΑΔΑ,"130346","130346",ΑΓ. ΤΡΙΑΔΑ,AG. TRIADA,ΛΕΩΦ.ΚΑΡΑΜΑΝΛΗ,"724, 727"
130348: ΓΕΦΥΡΑ ΚΥΜΗΣ,"130348","130348",ΓΕΦΥΡΑ ΚΥΜΗΣ,GEFYRA KYMHS,ΤΑΤΟΙΟΥ ΕΝ.ΑΡ.ΤΡ.ΟΓ.ΕΝΝΕΑ,"537"
130349: ΓΕΦΥΡΑ ΚΥΜΗΣ,"130349","130349",ΓΕΦΥΡΑ ΚΥΜΗΣ,GEFYRA KYMHS,ΤΑΤΟΙΟΥ,"537"
130350: 6η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130350","11127",6η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,6th OLYMPIAKOY XORIOY,ΠΥΡΡΟΥ ΔΗΜΑ,"537, 740"
130351: 5η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130351","11128",5η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,5th OLYMPIAKOY XORIOY,ΠΥΡΡΟΥ ΔΗΜΑ,"537, 740"
130352: 5η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130352","11129",5η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,5th OLYMPIAKOY XORIOY,ΠΥΡΡΟΥ ΔΗΜΑ,"537, 727, 740"
130353: 6η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130353","11130",6η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,6th OLYMPIAKOY XORIOY,ΠΥΡΡΟΥ ΔΗΜΑ,"537, 727, 740"
130354: 7η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130354","11131",7η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,7th OLYMPIAKOY XORIOY,ΠΥΡΡΟΥ ΔΗΜΑ,"537, 727, 740"
130430: 13η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130430","130430",13η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,13th OLYMPIAKOY XORIOY,ΟΔΟΥ ΜΗΔΕΝ ΔΕΚΑΤΡΙΑ,"504"
130431: ΑΧΑΡΝΕΩΝ ΙΠΠΕΩΝ,"130431","130431",ΑΧΑΡΝΕΩΝ ΙΠΠΕΩΝ,AXARNEON IPPEON,ΠΑΛΙΓΓΕΝΕΣΙΑΣ,"712, 735, 878, 879"
130433: ΓΑΛΗΝΗ,"130433","130433",ΓΑΛΗΝΗ,GALHNH,ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ,"725, 726"
130434: ΑΛΚΑΜΕΝΟΥΣ,"130434","130434",ΑΛΚΑΜΕΝΟΥΣ,ALKAMENOYS,ΜΕΓ.ΒΑΣΙΛΕΙΟΥ,"733, 735, 878, 879"
130436: ΚΥΜΗΣ,"130436","130436",ΚΥΜΗΣ,KYMHS,ΠΑΡΑΔΡΟΜΟΥ ΟΔΟΥ ΚΥΜΗΣ,"504, 537, 740"
130437: ΚΥΜΗΣ,"130437","130437",ΚΥΜΗΣ,KYMHS,ΠΑΡΑΔΡΟΜΟΥ ΟΔΟΥ ΚΥΜΗΣ,"504, 537, 740"
130438: ΟΡΤΑΝΣΙΑΣ,"130438","11673",ΟΡΤΑΝΣΙΑΣ,ORTANSIAS,ΠΑΡΑΔΡΟΜΟΥ ΟΔΟΥ ΚΥΜΗΣ,"504, 537"
130440: ΑΣΦΟΔΕΛΟΥ,"130440","10532",ΑΣΦΟΔΕΛΟΥ,ASFODELOY,ΠΑΡΑΔΡΟΜΟΣ ΚΥΜΗΣ,"504, 537"
130441: 15η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130441","130441",15η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,15th OLYMPIAKOY XORIOY,ΚΑΧΙ ΚΑΚΙΑΣΒΙΛΙ,"504, 740"
130442: 14η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130442","130442",14η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,14th OLYMPIAKOY XORIOY,ΦΑΝΗΣ ΧΑΛΚΙΑ,"504"
130443: 3η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ ΙΓΜΕ,"130443","130443",3η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ ΙΓΜΕ,3rd OLYMPIAKOY XORIOY IGME,ΣΠΥΡΟΥ ΛΟΥΗ,"504, 537, 740"
130444: ΠΟΛΥΚΛΙΝΙΚΗ,"130444","130444",ΠΟΛΥΚΛΙΝΙΚΗ,POLYKLINIKH,ΠΥΡΡΟΥ ΔΗΜΑ,"504"
130446: 13η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,"130446","130446",13η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ,13th OLYMPIAKOY XORIOY,ΦΑΝΗΣ ΧΑΛΚΙΑ,"504"
130447: ΠΟΛΥΚΛΙΝΙΚΗ,"130447","130447",ΠΟΛΥΚΛΙΝΙΚΗ,POLYKLINIKH,ΠΥΡΡΟΥ ΔΗΜΑ,"504"
130450: 12η ΜΕΝΙΔΙΟΥ,"130450","130450",12η ΜΕΝΙΔΙΟΥ,12th MENIDIOY,ΛΕΩΦ.ΔΗΜΟΚΡΑΤΙΑΣ,"740"
130451: ΑΤΛΑΝΤΟΣ,"130451","130451",ΑΤΛΑΝΤΟΣ,ATLANTOS,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,"727"
130452: ΑΓ. ΑΝΝΑΣ,"130452","130452",ΑΓ. ΑΝΝΑΣ,AG. ANNAS,ΑΓ.ΑΝΝΑΣ,"740"
130453: Ν. ΚΑΚΛΑΜΑΝΑΚΗ,"130453","130453",Ν. ΚΑΚΛΑΜΑΝΑΚΗ,N. KAKLAMANAKH,Ν.ΚΑΚΛΑΜΑΝΑΚΗ (Ο4),"504, 740"
130455: ΠΛΑΤΕΙΑ,"130455","130455",ΠΛΑΤΕΙΑ,PLATEIA,ΑΓ.ΑΝΝΑΣ,"740"
130456: ΣΤΡΑΤΟΠΕΔΟ,"130456","130456",ΣΤΡΑΤΟΠΕΔΟ,STRATOPEDO,Λ.ΦΙΛΑΔΕΛΦΕΙΑΣ,"740, 755"
130457: ΚΑΖΑΝΤΖΑΚΗ,"130457","130457",ΚΑΖΑΝΤΖΑΚΗ,KAZANTZAKH,ΚΑΖΑΝΤΖΑΚΗ,"740"
130458: ΤΖΑΒΕΛΛΑ,"130458","130458",ΤΖΑΒΕΛΛΑ,TZABELLA,ΜΠΟΣΚΙΖΑΣ,Α10
130459: ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ,"130459","130459",ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ,PARASKEYOPOYLOY,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ,"740"
130460: ΙΚΑ,"130460","130460",ΙΚΑ,IKA,ΠΑΓΚΑΛΟΥ,"721, Α10"
130461: ΣΑΜΟΥ,"130461","130461",ΣΑΜΟΥ,SAMOY,ΣΑΜΟΥ,"740"
130462: ΣΚΑ - ΑΧΑΡΝΑΙ,"130462","130462",ΣΚΑ - ΑΧΑΡΝΑΙ,SKA - AXARNAI,ΦΙΛΑΔΕΛΦΕΙΑΣ,"755, 755Β"
130463: 2ο ΚΕΠ,"130463","130463",2ο ΚΕΠ,2ο KEP,ΑΓ.ΔΙΟΝΥΣΙΟΥ,"752"
130464: ΒΟΡΕΙΟΣ ΠΑΡΑΔΡΟΜΟΣ,"130464","130464",ΒΟΡΕΙΟΣ ΠΑΡΑΔΡΟΜΟΣ,BOREIOS PAPADROMOS,ΒΟΡΕΙΟ ΠΑΡ. ΑΤΤΙΚΗΣ ΟΔΟΥ,"740"
130465: ΣΚΑ - ΑΧΑΡΝΑΙ,"130465","130465",ΣΚΑ - ΑΧΑΡΝΑΙ,SKA - AXARNAI,ΦΙΛΑΔΕΛΦΕΙΑΣ,"755, 755Β"
130466: ΠΛΑΤΕΙΑ,"130466","130466",ΠΛΑΤΕΙΑ,PLATEIA,ΑΓ.ΚΩΝ/ΝΟΥ,"740"
130467: 3η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ ΙΓΜΕ,"130467","130467",3η ΟΛΥΜΠΙΑΚΟΥ ΧΩΡΙΟΥ ΙΓΜΕ,3rd OLYMPIAKOY XORIOY IGME,ΣΠΥΡΟΥ ΛΟΥΗ,"504, 537, 727, 740"
130468: ΓΕΦΥΡΑ,"130468","130468",ΓΕΦΥΡΑ,GEFYRA,ΑΓ. ΠΑΡΑΣΚΕΥΗΣ,"740"
130469: ΧΑΛΚΙΔΙΚΗΣ,"130469","130469",ΧΑΛΚΙΔΙΚΗΣ,XALKIDIKHS,ΧΑΛΚΙΔΙΚΗΣ,"740"
130470: ΝΑΥΠΑΚΤΟΥ,"130470","130470",ΝΑΥΠΑΚΤΟΥ,NAYPAKTOY,ΚΑΖΑΝΤΖΑΚΗ,"740"
130471: ΑΓ. ΠΑΡΑΣΚΕΥΗ,"130471","130471",ΑΓ. ΠΑΡΑΣΚΕΥΗ,AG. PARASKEYH,ΑΓ.ΠΑΡΑΣΚΕΥΗΣ,"740"
130476: ΣΤΟΥΝΤΙΟ,"130476","11482",ΣΤΟΥΝΤΙΟ,STOYNTIO,ΕΛ. ΒΕΝΙΖΕΛΟΥ,"752"
130477: 2η ΕΡΓΑΤΙΚΕΣ ΠΟΛΥΚΑΤΟΙΚΙΕΣ,"130477","11563",2η ΕΡΓΑΤΙΚΕΣ ΠΟΛΥΚΑΤΟΙΚΙΕΣ,2nd ERGATIKES POLYKATOIKIES,ΛΙΟΣΙΩΝ,"735"
130478: 2η ΑΛΚΑΜΕΝΟΥΣ,"130478","11564",2η ΑΛΚΑΜΕΝΟΥΣ,2nd ALKAMENOYS,ΑΧΑΡΝΕΩΝ ΙΠΠΕΩΝ,"735, 878, 879"
130479: 2η ΜΙΛΤΙΑΔΟΥ,"130479","11565",2η ΜΙΛΤΙΑΔΟΥ,2nd MILTIADOY,ΜΕΓΑΛΟΥ ΒΑΣΙΛΕΙΟΥ,"735"
130480: 7Η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,"130480","11689",7Η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,MOLAS,ΜΟΛΑΣ,"727"
130481: 6Η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,"130481","11690",6Η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,6th AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130482: ΕΡΕΣΣΟΥ,"130482","11691",ΕΡΕΣΣΟΥ,ERESSOY,ΜΟΛΑΣ,"727"
130483: 5η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,"130483","11692",5η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,5th AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130484: 4η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,"130484","11693",4η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,4th AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130485: 3η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,"130485","11694",3η ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,3rd AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130486: ΣΥΝΟΙΚΙΣΜΟΣ,"130486","11695",ΣΥΝΟΙΚΙΣΜΟΣ,SYNOIKISMOS,ΜΟΛΑΣ,"727"
130487: 2η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,"130487","11696",2η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,2nd AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130488: 1η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,"130488","11697",1η ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,1st AGIOY KONSTANTINOY,ΜΟΛΑΣ,"727"
130489: ΜΟΛΑΣ,"130489","11698",ΜΟΛΑΣ,MOLAS,ΜΟΛΑΣ,"727"
130490: ΡΟΥΜΕΛΗΣ,"130490","11701",ΡΟΥΜΕΛΗΣ,ROYMELHS,ΡΟΥΜΕΛΗΣ,"727"
130491: ΑΓΩΝΙΣΤΩΝ,"130491","11702",ΑΓΩΝΙΣΤΩΝ,AGONISTON,ΡΟΥΜΕΛΗΣ,"727"
130492: ΝΑΟΥΣΗΣ,"130492","11704",ΝΑΟΥΣΗΣ,NAOYSHS,ΡΟΥΜΕΛΗΣ,"727"
130493: ΜΠΙΖΑΝΙΟΥ,"130493","11703",ΜΠΙΖΑΝΙΟΥ,MPIZANIOY,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130494: ΑΦΟΠΛΙΣΜΟΥ,"130494","11706",ΑΦΟΠΛΙΣΜΟΥ,AFOPLISMOY,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130495: ΕΣΤΙΑΣ,"130495","11705",ΕΣΤΙΑΣ,ESTIAS,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130496: ΥΓΕΙΑΣ,"130496","11708",ΥΓΕΙΑΣ,YGEIAS,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130497: ΣΠΟΡΑΔΩΝ,"130497","11709",ΣΠΟΡΑΔΩΝ,SPORADON,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130498: ΑΜΑΞΟΣΤΑΣΙΟ,"130498","11710",ΑΜΑΞΟΣΤΑΣΙΟ,amaxostasio,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130499: ΚΑΤΕΒΑΣΙΑΣ,"130499","11711",ΚΑΤΕΒΑΣΙΑΣ,KATEBASIAS,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130500: ΜΗΛΙΑΣ,"130500","11712",ΜΗΛΙΑΣ,MHLIAS,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130501: ΚΑΡΒΑΛΗΣ,"130501","11713",ΚΑΡΒΑΛΗΣ,KARBALHS,ΞΕΝΟΔΟΧΟΥΠΑΛΛΗΛΩΝ,"727"
130502: ΔΕΚΕΛΕΙΑΣ,"130502","11739",ΔΕΚΕΛΕΙΑΣ,DEKELEIAS,ΑΡΙΣΤΟΤΕΛΟΥΣ,755Β
130503: ΦΡΑΝΤΖΗ,"130503","11740",ΦΡΑΝΤΖΗ,FRANTZH,ΑΓΙΩΝ ΤΑΞΙΑΡΧΩΝ,755Β
130504: ΜΠΟΥΜΠΟΥΛΙΝΑΣ,"130504","11741",ΜΠΟΥΜΠΟΥΛΙΝΑΣ,MPOYMPOYLINAS,ΚΥΠΡΟΥ,755Β
130505: ΤΡΙΩΝ ΝΑΥΑΡΧΩΝ,"130505","11742",ΤΡΙΩΝ ΝΑΥΑΡΧΩΝ,TRION NAYARXON,ΙΩΝΙΑΣ,755Β
130506: ΘΗΣΕΩΣ,"130506","11743",ΘΗΣΕΩΣ,THISEOS,ΙΩΝΙΑΣ,755Β
130507: ΨΑΡΙΟΥ,"130507","11744",ΨΑΡΙΟΥ,PSARIOY,ΚΥΠΡΟΥ,755Β
130508: ΚΡΗΤΗΣ,"130508","11745",ΚΡΗΤΗΣ,KRHTHS,ΚΥΠΡΟΥ,755Β
130509: ΚΙΟΥΡΚΑΤΙΩΤΟΥ,"130509","11760",ΚΙΟΥΡΚΑΤΙΩΤΟΥ,KIOYRKATIOTOY,ΚΥΠΡΟΥ,755Β
130510: ΠΡΑΞΙΤΕΛΟΥΣ,"130510","11761",ΠΡΑΞΙΤΕΛΟΥΣ,PRAXITELOYS,ΙΩΝΙΑΣ,755Β
130511: ΠΛΑΤΕΙΑ,"130511","11762",ΠΛΑΤΕΙΑ,PLATEIA,ΙΩΝΙΑΣ,755Β
130512: ΟΡΦΕΩΣ,"130512","11763",ΟΡΦΕΩΣ,ORFEOS,ΘΩΜΑ ΠΑΛΑΙΟΛΟΓΟΥ,755Β
130513: ΖΑΙΜΗ,"130513","11764",ΖΑΙΜΗ,ZAIMH,ΘΩΜΑ ΠΑΛΑΙΟΛΟΓΟΥ,755Β
130514: ΟΡΤΑΝΣΙΑΣ,"130514","11783",ΟΡΤΑΝΣΙΑΣ,ORTANSIAS,ΠΑΡΑΔΡΟΜΟΣ Λ. ΚΥΜΗΣ,"504, 537"
130515: ΔΕΚΕΛΕΙΑΣ,"130515","11784",ΔΕΚΕΛΕΙΑΣ,DEKELEIAS,ΠΑΡΑΔΡΟΜΟΣ Λ. ΚΥΜΗΣ,"504"
130516: ΜΟΝΟΜΑΤΙΟΥ,"130516","11785",ΜΟΝΟΜΑΤΙΟΥ,MONOMATIOY,ΠΑΡΑΔΡΟΜΟΣ Λ. ΚΥΜΗΣ,"504"
130517: 2η ΑΝΘΑΓΟΡΑΣ,"130517","11855",2η ΑΝΘΑΓΟΡΑΣ,2nd ANTHAGORAS,ΓΑΛΗΝΗΣ,"725"
130518: 1η ΑΝΘΑΓΟΡΑΣ,"130518","11854",1η ΑΝΘΑΓΟΡΑΣ,1st ANTHAGORAS,ΓΑΛΗΝΗΣ,"725"
130519: 1η ΛΑΜΠΕΡΟΥ,"130519","11856",1η ΛΑΜΠΕΡΟΥ,1st LAMPEROY,ΓΑΛΗΝΗΣ,"725"
130520: 2η ΛΑΜΠΕΡΟΥ,"130520","11857",2η ΛΑΜΠΕΡΟΥ,2nd LAMPEROY,ΓΑΛΗΝΗΣ,"725"
130521: 1η ΟΛΥΜΠΙΑΔΟΣ,"130521","11858",1η ΟΛΥΜΠΙΑΔΟΣ,1st OLYMPIADOS,ΓΑΛΗΝΗΣ,"725"
130522: 2η ΟΛΥΜΠΙΑΔΟΣ,"130522","11859",2η ΟΛΥΜΠΙΑΔΟΣ,2nd OLYMPIADOS,ΓΑΛΗΝΗΣ,"725"
130523: ΝΕΟ ΚΟΙΜΗΤΗΡΙΟ,"130523","11932",ΝΕΟ ΚΟΙΜΗΤΗΡΙΟ,NEO KOIMHTHRIO,ΑΝΑΠΑΥΣΕΩΣ,"752"
130524: ΑΦΕΤΗΡΙΑ ΑΠΟΒΙΒΑΣΗ,"130524","11959",ΑΦΕΤΗΡΙΑ ΑΠΟΒΙΒΑΣΗ,AFETHRIA APOBIBASH,ΛΑΖΑΡΗ,"712, 728, 733, 735, 752, 878, 879"
13: ΠΡΟΥΣΣΗΣ,"13","10166",ΠΡΟΥΣΣΗΣ,PROUSSHS,,"813"
140001: ΓΕΦΥΡΑ,"140001","140001",ΓΕΦΥΡΑ,GEFYRA,ΦΡΥΝΗΣ,"11, 140, 203, 204, 204Β, 209, 211"
140002: ΔΗΜΑΡΧΕΙΟ,"140002","140002",ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΛΕΩΦ.ΚΥΠΡΟΥ,"11, 203, 204, 204Β"
140003: ΑΓΟΡΑ ΒΥΡΩΝΑ,"140003","140003",ΑΓΟΡΑ ΒΥΡΩΝΑ,AGORA BYRONA,ΛΕΩΦ.ΚΥΠΡΟΥ,"11, 203, 204, 204Β"
140004: ΜΑΝΩΛΗ,"140004","140004",ΜΑΝΩΛΗ,MANOLH,ΝΕΑΣ ΕΛΒΕΤΙΑΣ,"11, 203, 204, 204Β, 212"
140005: ΠΑΛ.ΤΕΡΜΑ ΝΕΑΣ ΕΛΒΕΤΙΑΣ,"140005","140005",ΠΑΛ.ΤΕΡΜΑ ΝΕΑΣ ΕΛΒΕΤΙΑΣ,PAL.TERMA NEAS ELBETIAS,ΝΕΑΣ ΕΛΒΕΤΙΑΣ,"203, 204, 204Β, 212"
140006: ΙΚΑ,"140006","140006",ΙΚΑ,IKA,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"203, 204, 204Β, 212"
140007: ΣΙΝΕ ΑΡΚΑΔΙΑ,"140007","140007",ΣΙΝΕ ΑΡΚΑΔΙΑ,CINE ARKADIA,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"203, 204, 204Β, 212"
140008: 1η ΑΝΑΠΗΡΙΚΑ,"140008","140008",1η ΑΝΑΠΗΡΙΚΑ,1st ANAPHRIKA,ΛΕΩΦ.ΑΓ.ΙΩΑΝΝΟΥ ΚΑΡΕΑ,"203, 212"
140009: 2η ΑΝΑΠΗΡΙΚΑ,"140009","140009",2η ΑΝΑΠΗΡΙΚΑ,2nd ANAPHRIKA,ΛΕΩΦ.ΑΓ.ΙΩΑΝΝΟΥ ΚΑΡΕΑ,"203, 212"
140014: 1η ΚΑΡΕΑ,"140014","140014",1η ΚΑΡΕΑ,1st KAREA,ΛΕΩΦ.ΑΓ.ΙΩΑΝΝΟΥ ΚΑΡΕΑ,"203, 212"
140015: 2η ΚΑΡΕΑ,"140015","140015",2η ΚΑΡΕΑ,2nd ΚΑΡΕΑ,ΛΕΩΦ.ΑΓ.ΙΩΑΝΝΟΥ ΚΑΡΕΑ,"203, 212"
140016: 7η ΚΑΡΕΑ,"140016","140016",7η ΚΑΡΕΑ,7th ΚΑRΕΑ,28ς ΟΚΤΩΒΡΙΟΥ,"203, 212"
140017: 8η ΚΑΡΕΑ,"140017","140017",8η ΚΑΡΕΑ,8th KAREA,ΘΥΜΑΤΩΝ ΠΟΛΕΜΟΥ,"203"
140018: ΝΕΚΡΟΤΑΦΕΙΟ,"140018","140018",ΝΕΚΡΟΤΑΦΕΙΟ,NEKROTAFEIO,ΑΡΧ.ΑΘΗΝΩΝ ΧΡΥΣΟΣΤΟΜΟΥ,"204, 204Β"
140019: ΠΕΡΙΠΤΕΡΟ,"140019","140019",ΠΕΡΙΠΤΕΡΟ,PERIPTERO,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"203, 204, 204Β, 212"
140020: ΙΚΑ,"140020","140020",ΙΚΑ,IKA,ΚΑΡΑΟΛΗ ΚΑΙ ΔΗΜΗΤΡΙΟΥ,"203, 204, 204Β, 212"
140021: ΠΑΛ. ΤΕΡΜΑ ΝΕΑΣ ΕΛΒΕΤΙΑΣ,"140021","140021",ΠΑΛ. ΤΕΡΜΑ ΝΕΑΣ ΕΛΒΕΤΙΑΣ,PAL.TERMA NEAS ELBETIAS,ΚΑΙΣΑΡΕΙΑΣ,"11, 203, 204, 204Β"
140022: ΜΑΝΩΛΗ,"140022","140022",ΜΑΝΩΛΗ,MANOLH,ΚΑΙΣΑΡΕΙΑΣ,"11, 203, 204, 204Β"
140024: ΚΑΜΠΟΥΡΗ,"140024","140024",ΚΑΜΠΟΥΡΗ,KAMPOYRH,ΛΕΩΦ.ΧΡ.ΣΜΥΡΝΗΣ,"11, 140, 203, 204, 204Β, 209, 211"
140025: ΔΗΜΑΡΧΕΙΟ,"140025","140025",ΔΗΜΑΡΧΕΙΟ,DHMARXEIO,ΛΕΩΦ.ΧΡ.ΣΜΥΡΝΗΣ,"11, 140, 203, 204, 204Β, 209, 211"
140026: ΝΕΟ ΠΑΓΚΡΑΤΙ,"140026","140026",ΝΕΟ ΠΑΓΚΡΑΤΙ,NEO PAGRATI,ΝΙΚ.ΝΙΚΗΦΟΡΙΔΗ,"11"
140030: ΦΟΥΡΝΟΣ,"140030","140030",ΦΟΥΡΝΟΣ,FOYRNOS,ΚΟΛΟΚΟΤΡΩΝΗ,"140, 209, 211"
140031: ΣΧΟΛΕΙΟ,"140031","140031",ΣΧΟΛΕΙΟ,SXOLEIO,ΚΟΛΟΚΟΤΡΩΝΗ,"140, 209, 211"
140032: ΑΓΟΡΑ,"140032","140032",ΑΓΟΡΑ,AGORA,ΚΟΛΟΚΟΤΡΩΝΗ,"209, 211"
140033: ΜΕΤΑΜΟΡΦΩΣΗ,"140033","140033",ΜΕΤΑΜΟΡΦΩΣΗ,METAMORFOSH,ΑΓ.ΣΟΦΙΑΣ,"209, 211, 212"
140034: ΤΣΙΡΑΚΟΠΟΥΛΟΥ,"140034","140034",ΤΣΙΡΑΚΟΠΟΥΛΟΥ,TSIRAKOPOYLOY,ΑΓ.ΣΟΦΙΑΣ,"209, 211, 212"
140035: ΠΑΛΑΙΟ ΤΕΡΜΑ,"140035","140035",ΠΑΛΑΙΟ ΤΕΡΜΑ,PALAIO TERMA,ΑΓ.ΣΟΦΙΑΣ,"209, 211, 212"
140036: ΠΑΛΑΙΟ ΤΕΡΜΑ,"140036","140036",ΠΑΛΑΙΟ ΤΕΡΜΑ,PALAIO TERMA,ΑΓ.ΣΟΦΙΑΣ,"209, 211"
140037: ΤΣΙΡΑΚΟΠΟΥΛΟΥ,"140037","140037",ΤΣΙΡΑΚΟΠΟΥΛΟΥ,TSIRAKOPOYLOY,ΑΓ.ΣΟΦΙΑΣ,"140, 209, 211, 212"
140038: ΜΕΤΑΜΟΡΦΩΣΗ,"140038","140038",ΜΕΤΑΜΟΡΦΩΣΗ,METAMORFOSH,ΑΓ.ΣΟΦΙΑΣ,"140, 209, 211, 212"
140039: ΑΓΟΡΑ,"140039","140039",ΑΓΟΡΑ,AGORA,ΑΓ.ΣΟΦΙΑΣ,"140, 209, 211, 212"
140040: 8η ΦΟΡΜΙΩΝΟΣ,"140040","140040",8η ΦΟΡΜΙΩΝΟΣ,8th FORMIONOS,ΦΟΡΜΙΩΝΟΣ,"214"
140041: 9η ΦΟΡΜΙΩΝΟΣ,"140041","140041",9η ΦΟΡΜΙΩΝΟΣ,9th FORMIONOS,ΦΟΡΜΙΩΝΟΣ,"214"
140042: 10η ΦΟΡΜΙΩΝΟΣ,"140042","140042",10η ΦΟΡΜΙΩΝΟΣ,10th FORMIONOS,ΦΟΡΜΙΩΝΟΣ,"214"
140043: 11η ΦΟΡΜΙΩΝΟΣ,"140043","140043",11η ΦΟΡΜΙΩΝΟΣ,11th FORMIONOS,ΦΟΡΜΙΩΝΟΣ,"214"
